iter	MultiClass
479	0.001556701812
480	0.001554377271
481	0.001550806955
482	0.001548933284
483	0.001544386913
484	0.001542812653
485	0.001538301441
486	0.001536396846
487	0.001532812089
488	0.001530653485
489	0.001526209109
490	0.001521827453
491	0.001517434918
492	0.001513068169
493	0.001509513518
494	0.00150563426
495	0.001501912221
496	0.001497669602
497	0.001493416312
498	0.001490522483
499	0.001486343439
500	0.001483566637
501	0.001481206667
502	0.001477077587
503	0.001475371446
504	0.001471240437
505	0.001467132953
506	0.00146304879
507	0.001458987744
508	0.001454981785
509	0.001450966022
510	0.001446573207
511	0.001442158138
512	0.001439966394
513	0.001436034245
514	0.001433384299
515	0.001431756679
516	0.001427867431
517	0.001424030313
518	0.001420213984
519	0.001418629934
520	0.001414218658
521	0.001411677829
522	0.001408966638
523	0.001406619488
524	0.00140286316
525	0.001400233235
526	0.001398451396
527	0.00139473659
528	0.001391071081
529	0.001387395935
530	0.001383740532
531	0.001381059713
532	0.001378126033
533	0.001374518176
534	0.001370929525
535	0.001367359922
536	0.001363809215
537	0.00136207969
538	0.001358555929
539	0.001355077665
540	0.001351617364
541	0.001348174884
542	0.001346211005
543	0.001342795005
544	0.001339396489
545	0.00133598915
546	0.001332599429
547	0.00133108544
548	0.001327745791
549	0.001325524594
550	0.001321814475
551	0.001317361702
552	0.001314091219
553	0.001312426215
554	0.001308825206
555	0.001306924778
556	0.001305790418
557	0.001302551022
558	0.001300409872
559	0.001297221199
560	0.001294023988
561	0.001291778413
562	0.001288607886
563	0.001287376054
564	0.001283973329
565	0.001280864115
566	0.00127933084
567	0.00127563609
568	0.001274446441
569	0.001271359181
570	0.001268310216
571	0.001266729103
572	0.001263678529
573	0.001260642886
574	0.001258886086
575	0.00125587303
576	0.00125287463
577	0.001251077435
578	0.001248101181
579	0.001246364328
580	0.00124512943
581	0.001242179642
582	0.001239244062
583	0.001236603609
584	0.00123369421
585	0.001230798727
586	0.001229766409
587	0.00122769138
588	0.001224772544
589	0.001223350986
590	0.001220502077
591	0.00121766666
592	0.001216346284
593	0.001214777495
594	0.001212240476
595	0.001209462184
596	0.001206676678
597	0.001205129572
598	0.00120356107
599	0.001200802041
600	0.001199452593
601	0.001196731875
602	0.001195227789
603	0.001193969147
604	0.00119125289
605	0.001189565423
606	0.001186869142
607	0.001184185293
608	0.00118151379
609	0.001178854546
610	0.001177669895
611	0.001175027654
612	0.001173666628
613	0.001172203745
614	0.001169836814
615	0.001168168407
616	0.001165566696
617	0.001163933116
618	0.00116135006
619	0.001159746425
620	0.001157181899
621	0.001154628912
622	0.001152552657
623	0.001150019424
624	0.001148626359
625	0.001146110074
626	0.001144182654
627	0.001143129412
628	0.001141943381
629	0.001139358939
630	0.001137653334
631	0.001136210018
632	0.001133745895
633	0.00113257701
634	0.001130145147
635	0.001127707085
636	0.001126531202
637	0.001124149409
638	0.001121278792
639	0.001118895609
640	0.001116506461
641	0.00111434917
642	0.001111979707
643	0.001110653428
644	0.001109453317
645	0.001107796836
646	0.001106413344
647	0.001105101351
648	0.001102785304
649	0.001100463295
650	0.001098151241
651	0.001095864585
652	0.00109357211
653	0.00109223095
654	0.001089953422
655	0.001089050786
656	0.001086786078
657	0.001085516114
658	0.001083265569
659	0.001082090986
660	0.001079854195
661	0.001077626818
662	0.001075423428
663	0.001073797859
664	0.001071609802
665	0.001069416245
666	0.001067709673
667	0.001065739392
668	0.001064568908
669	0.001062417521
670	0.001061512624
671	0.00106036576
672	0.001057806829
673	0.001055722455
674	0.001054524805
675	0.001053450758
676	0.001052146768
677	0.001050491316
678	0.001049356749
679	0.001047251078
680	0.001045154016
681	0.001043852504
682	0.001041043513
683	0.001038971748
684	0.001037105784
685	0.001035049617
686	0.001033001753
687	0.001031232376
688	0.001029596061
689	0.001028052634
690	0.00102606203
691	0.00102480736
692	0.001023295462
693	0.001022378543
694	0.001020750019
695	0.001019752387
696	0.001017763647
697	0.001015782807
698	0.001014766556
699	0.001012797261
700	0.001010835749
701	0.001008881974
702	0.001007525535
703	0.001006151142
704	0.001004215193
705	0.001003297737
706	0.001001372425
707	0.0009996387848
708	0.0009977274482
709	0.0009958415871
710	0.0009939444917
711	0.0009931341569
712	0.0009920362316
713	0.000991246107
714	0.0009893776361
715	0.0009887468181
716	0.0009870292951
717	0.0009860627852
718	0.0009839906367
719	0.000981849717
720	0.0009800042784
721	0.0009781659066
722	0.0009768509788
723	0.0009758456199
724	0.0009743917159
725	0.0009734953612
726	0.0009724493553
727	0.0009706387047
728	0.0009696995993
729	0.0009675538679
730	0.0009667119329
731	0.0009654500531
732	0.0009640619538
733	0.0009629513693
734	0.0009611872949
735	0.0009604493263
736	0.0009590942957
737	0.0009573323545
738	0.0009555770089
739	0.000953828221
740	0.0009530052542
741	0.0009512657288
742	0.000950364995
743	0.0009490822535
744	0.0009472779937
745	0.0009452285011
746	0.0009435172541
747	0.0009418123184
748	0.0009406295173
749	0.000939641871
750	0.00093795042
751	0.0009362651725
752	0.0009345860935
753	0.0009329131488
754	0.0009317797263
755	0.0009307455501
756	0.0009298609084
757	0.0009282043514
758	0.0009273896396
759	0.0009255570962
760	0.0009245940374
761	0.0009227106996
762	0.0009208972682
763	0.000919282695
764	0.0009176738544
765	0.000916060724
766	0.0009144533689
767	0.0009135546063
768	0.0009127513392
769	0.0009111552844
770	0.0009102600289
771	0.0009093252421
772	0.0009071927892
773	0.0009065287633
774	0.0009056426218
775	0.0009040711783
776	0.0009028812147
777	0.0009021262141
778	0.0009010215322
779	0.0008996109501
780	0.0008980691086
781	0.0008965326204
782	0.0008950014574
783	0.0008934660886
784	0.0008912590954
785	0.0008904619267
786	0.0008895722941
787	0.0008880550381
788	0.0008865430551
789	0.0008850363169
790	0.0008835347959
791	0.0008826916237
792	0.0008811979909
793	0.0008805280219
794	0.0008798737047
795	0.0008790180873
796	0.0008775363667
797	0.0008760597355
798	0.000874588167
799	0.0008731216346
800	0.0008716601121
801	0.0008709686867
802	0.0008695142604
803	0.0008686551065
804	0.0008672168644
805	0.0008658566902
806	0.0008644400984
807	0.0008634125098
808	0.0008619830678
809	0.000860566907
810	0.000859985756
811	0.0008585761333
812	0.0008575021734
813	0.000856707124
814	0.0008554233136
815	0.0008547205446
816	0.000853319158
817	0.0008518895301
818	0.000850622306
819	0.0008492344617
820	0.0008482436668
821	0.0008469318085
822	0.0008455557659
823	0.0008447541412
824	0.000843768801
825	0.0008424027926
826	0.000841598998
827	0.0008402478528
828	0.0008389070934
829	0.0008375568196
830	0.0008362109743
831	0.0008348695355
832	0.0008335324811
833	0.000832576269
834	0.0008312466574
835	0.0008299213713
836	0.0008292711479
837	0.0008284452059
838	0.0008276322606
839	0.0008269565619
840	0.0008256443306
841	0.0008251594599
842	0.0008238527656
843	0.0008226739901
844	0.0008217419603
845	0.000820446071
846	0.0008195589885
847	0.000818857906
848	0.0008175706653
849	0.0008168852592
850	0.0008156041423
851	0.0008138856248
852	0.0008126142178
853	0.0008116289146
854	0.0008110015064
855	0.0008098594079
856	0.0008086077006
857	0.0008073526453
858	0.0008066666852
859	0.0008052788849
860	0.0008044265725
861	0.0008033320331
862	0.0008028038302
863	0.0008021281796
864	0.0008014221935
865	0.0008001882046
866	0.0007989651589
867	0.0007983960249
868	0.0007975680241
869	0.0007963457692
870	0.0007951273337
871	0.0007939126993
872	0.0007932305714
873	0.000792021645
874	0.0007908164752
875	0.0007896150443
876	0.0007884173344
877	0.0007872233281
878	0.0007860330079
879	0.000785461228
880	0.0007842760673
881	0.000783596845
882	0.0007824171625
883	0.0007812411007
884	0.0007800686426
885	0.0007790988791
886	0.0007784625841
887	0.0007778311788
888	0.0007766749531
889	0.0007753888592
890	0.0007742337056
891	0.0007730820602
892	0.0007715358645
893	0.0007703925042
894	0.0007695887124
895	0.0007684574122
896	0.0007673232499
897	0.000766676618
898	0.0007660120419
899	0.0007651730748
900	0.0007646002079
901	0.0007634771307
902	0.0007628660149
903	0.0007620727291
904	0.0007609568472
905	0.000760354026
906	0.000759791635
907	0.0007587863887
908	0.0007580268209
909	0.000756922177
910	0.000756270754
911	0.0007551771344
912	0.0007540867237
913	0.0007535472504
914	0.0007529872902
915	0.0007518970215
916	0.0007508292284
917	0.0007497451083
918	0.0007486641808
919	0.0007479391532
920	0.0007468633897
921	0.0007460681465
922	0.0007450036107
923	0.0007438251914
924	0.0007427671512
925	0.0007417063758
926	0.0007412637339
927	0.0007402128812
928	0.000739040523
929	0.0007379903624
930	0.0007371247621
931	0.0007366304457
932	0.0007355871307
933	0.0007350724269
934	0.0007340390015
935	0.0007330028999
936	0.0007319697804
937	0.0007307429192
938	0.0007302530004
939	0.0007292277087
940	0.0007282053519
941	0.0007271859171
942	0.0007261693916
943	0.0007256455867
944	0.0007248021471
945	0.0007237920548
946	0.0007225856993
947	0.0007220873611
948	0.0007210848905
949	0.0007206404759
950	0.0007196472789
951	0.0007186516028
952	0.0007180902641
953	0.000717104082
954	0.0007161154449
955	0.0007151419816
956	0.0007146725641
957	0.0007137818374
958	0.0007132259625
959	0.0007122478313
960	0.0007113636207
961	0.0007103905814
962	0.0007095115485
963	0.0007085435594
964	0.0007079723939
965	0.0007075358319
966	0.0007065782075
967	0.0007061242088
968	0.0007052434859
969	0.0007042870243
970	0.0007033332071
971	0.0007019480183
972	0.0007014685272
973	0.000701065545
974	0.0007005154275
975	0.000699660685
976	0.0006987189085
977	0.0006977846016
978	0.0006973863042
979	0.0006964506019
980	0.0006955174595
981	0.0006950590409
982	0.0006941410891
983	0.0006932140624
984	0.0006922895601
985	0.0006913723395
986	0.0006903531465
987	0.0006894364464
988	0.0006889899984
989	0.0006880815883
990	0.0006876876836
991	0.0006867779734
992	0.0006858707168
993	0.0006849659034
994	0.0006844571798
995	0.000683815132
996	0.0006829156574
997	0.0006820185948
998	0.0006815562512
999	0.0006811046542
